currency,entity id,currencyLabel_en,function name,abstract line,eng concrete line,eng lexicon line
http://www.wikidata.org/entity/Q125999,Q125999,Albanian lek,Q125999_Albanian_lek,Q125999_Albanian_lek : Currency ;,Q125999_Albanian_lek = mkNP Albanian_lek_N ;,"Albanian_lek_N : N = mkN ""Albanian lek"" ;"
http://www.wikidata.org/entity/Q199674,Q199674,Algerian dinar,Q199674_Algerian_dinar,Q199674_Algerian_dinar : Currency ;,Q199674_Algerian_dinar = mkNP Algerian_dinar_N ;,"Algerian_dinar_N : N = mkN ""Algerian dinar"" ;"
http://www.wikidata.org/entity/Q199578,Q199578,Argentine convertible peso,Q199578_Argentine_convertible_peso,Q199578_Argentine_convertible_peso : Currency ;,Q199578_Argentine_convertible_peso = mkNP Argentine_convertible_peso_N ;,"Argentine_convertible_peso_N : N = mkN ""Argentine convertible peso"" ;"
http://www.wikidata.org/entity/Q130498,Q130498,Armenian dram,Q130498_Armenian_dram,Q130498_Armenian_dram : Currency ;,Q130498_Armenian_dram = mkNP Armenian_dram_N ;,"Armenian_dram_N : N = mkN ""Armenian dram"" ;"
http://www.wikidata.org/entity/Q232270,Q232270,Aruban florin,Q232270_Aruban_florin,Q232270_Aruban_florin : Currency ;,Q232270_Aruban_florin = mkNP Aruban_florin_N ;,"Aruban_florin_N : N = mkN ""Aruban florin"" ;"
http://www.wikidata.org/entity/Q259502,Q259502,Australian dollar,Q259502_Australian_dollar,Q259502_Australian_dollar : Currency ;,Q259502_Australian_dollar = mkNP Australian_dollar_N ;,"Australian_dollar_N : N = mkN ""Australian dollar"" ;"
http://www.wikidata.org/entity/Q483725,Q483725,Azerbaijani manat,Q483725_Azerbaijani_manat,Q483725_Azerbaijani_manat : Currency ;,Q483725_Azerbaijani_manat = mkNP Azerbaijani_manat_N ;,"Azerbaijani_manat_N : N = mkN ""Azerbaijani manat"" ;"
http://www.wikidata.org/entity/Q194339,Q194339,Bahamian dollar,Q194339_Bahamian_dollar,Q194339_Bahamian_dollar : Currency ;,Q194339_Bahamian_dollar = mkNP Bahamian_dollar_N ;,"Bahamian_dollar_N : N = mkN ""Bahamian dollar"" ;"
http://www.wikidata.org/entity/Q201871,Q201871,Bahraini dinar,Q201871_Bahraini_dinar,Q201871_Bahraini_dinar : Currency ;,Q201871_Bahraini_dinar = mkNP Bahraini_dinar_N ;,"Bahraini_dinar_N : N = mkN ""Bahraini dinar"" ;"
http://www.wikidata.org/entity/Q194453,Q194453,Bangladeshi taka,Q194453_Bangladeshi_taka,Q194453_Bangladeshi_taka : Currency ;,Q194453_Bangladeshi_taka = mkNP Bangladeshi_taka_N ;,"Bangladeshi_taka_N : N = mkN ""Bangladeshi taka"" ;"
http://www.wikidata.org/entity/Q194351,Q194351,Barbadian dollar,Q194351_Barbadian_dollar,Q194351_Barbadian_dollar : Currency ;,Q194351_Barbadian_dollar = mkNP Barbadian_dollar_N ;,"Barbadian_dollar_N : N = mkN ""Barbadian dollar"" ;"
http://www.wikidata.org/entity/Q21531507,Q21531507,Belarusian ruble,Q21531507_Belarusian_ruble,Q21531507_Belarusian_ruble : Currency ;,Q21531507_Belarusian_ruble = mkNP Belarusian_ruble_N ;,"Belarusian_ruble_N : N = mkN ""Belarusian ruble"" ;"
http://www.wikidata.org/entity/Q275112,Q275112,Belize dollar,Q275112_Belize_dollar,Q275112_Belize_dollar : Currency ;,Q275112_Belize_dollar = mkNP Belize_dollar_N ;,"Belize_dollar_N : N = mkN ""Belize dollar"" ;"
http://www.wikidata.org/entity/Q186794,Q186794,Botswana pula,Q186794_Botswana_pula,Q186794_Botswana_pula : Currency ;,Q186794_Botswana_pula = mkNP Botswana_pula_N ;,"Botswana_pula_N : N = mkN ""Botswana pula"" ;"
http://www.wikidata.org/entity/Q173117,Q173117,Brazilian real,Q173117_Brazilian_real,Q173117_Brazilian_real : Currency ;,Q173117_Brazilian_real = mkNP Brazilian_real_N ;,"Brazilian_real_N : N = mkN ""Brazilian real"" ;"
http://www.wikidata.org/entity/Q206319,Q206319,Brunei dollar,Q206319_Brunei_dollar,Q206319_Brunei_dollar : Currency ;,Q206319_Brunei_dollar = mkNP Brunei_dollar_N ;,"Brunei_dollar_N : N = mkN ""Brunei dollar"" ;"
http://www.wikidata.org/entity/Q172540,Q172540,Bulgarian lev,Q172540_Bulgarian_lev,Q172540_Bulgarian_lev : Currency ;,Q172540_Bulgarian_lev = mkNP Bulgarian_lev_N ;,"Bulgarian_lev_N : N = mkN ""Bulgarian lev"" ;"
http://www.wikidata.org/entity/Q238007,Q238007,Burundian franc,Q238007_Burundian_franc,Q238007_Burundian_franc : Currency ;,Q238007_Burundian_franc = mkNP Burundian_franc_N ;,"Burundian_franc_N : N = mkN ""Burundian franc"" ;"
http://www.wikidata.org/entity/Q214393,Q214393,CFP Franc,Q214393_CFP_Franc,Q214393_CFP_Franc : Currency ;,Q214393_CFP_Franc = mkNP CFP_Franc_N ;,"CFP_Franc_N : N = mkN ""CFP Franc"" ;"
http://www.wikidata.org/entity/Q1104069,Q1104069,Canadian dollar,Q1104069_Canadian_dollar,Q1104069_Canadian_dollar : Currency ;,Q1104069_Canadian_dollar = mkNP Canadian_dollar_N ;,"Canadian_dollar_N : N = mkN ""Canadian dollar"" ;"
http://www.wikidata.org/entity/Q4591,Q4591,Cape Verdean escudo,Q4591_Cape_Verdean_escudo,Q4591_Cape_Verdean_escudo : Currency ;,Q4591_Cape_Verdean_escudo = mkNP Cape_Verdean_escudo_N ;,"Cape_Verdean_escudo_N : N = mkN ""Cape Verdean escudo"" ;"
http://www.wikidata.org/entity/Q847739,Q847739,Central African CFA franc,Q847739_Central_African_CFA_franc,Q847739_Central_African_CFA_franc : Currency ;,Q847739_Central_African_CFA_franc = mkNP Central_African_CFA_franc_N ;,"Central_African_CFA_franc_N : N = mkN ""Central African CFA franc"" ;"
http://www.wikidata.org/entity/Q200050,Q200050,Chilean peso,Q200050_Chilean_peso,Q200050_Chilean_peso : Currency ;,Q200050_Chilean_peso = mkNP Chilean_peso_N ;,"Chilean_peso_N : N = mkN ""Chilean peso"" ;"
http://www.wikidata.org/entity/Q19953480,Q19953480,Chūzan Tsūhō,Q19953480_Chuzan_Tsuho,Q19953480_Chuzan_Tsuho : Currency ;,Q19953480_Chuzan_Tsuho = mkNP Chuzan_Tsuho_N ;,"Chuzan_Tsuho_N : N = mkN ""Chūzan Tsūhō"" ;"
http://www.wikidata.org/entity/Q244819,Q244819,Colombian peso,Q244819_Colombian_peso,Q244819_Colombian_peso : Currency ;,Q244819_Colombian_peso = mkNP Colombian_peso_N ;,"Colombian_peso_N : N = mkN ""Colombian peso"" ;"
http://www.wikidata.org/entity/Q267264,Q267264,Comorian franc,Q267264_Comorian_franc,Q267264_Comorian_franc : Currency ;,Q267264_Comorian_franc = mkNP Comorian_franc_N ;,"Comorian_franc_N : N = mkN ""Comorian franc"" ;"
http://www.wikidata.org/entity/Q4734,Q4734,Congolese franc,Q4734_Congolese_franc,Q4734_Congolese_franc : Currency ;,Q4734_Congolese_franc = mkNP Congolese_franc_N ;,"Congolese_franc_N : N = mkN ""Congolese franc"" ;"
http://www.wikidata.org/entity/Q507737,Q507737,Cook Islands dollar,Q507737_Cook_Islands_dollar,Q507737_Cook_Islands_dollar : Currency ;,Q507737_Cook_Islands_dollar = mkNP Cook_Islands_dollar_N ;,"Cook_Islands_dollar_N : N = mkN ""Cook Islands dollar"" ;"
http://www.wikidata.org/entity/Q242915,Q242915,Costa Rican colón,Q242915_Costa_Rican_colon,Q242915_Costa_Rican_colon : Currency ;,Q242915_Costa_Rican_colon = mkNP Costa_Rican_colon_N ;,"Costa_Rican_colon_N : N = mkN ""Costa Rican colón"" ;"
http://www.wikidata.org/entity/Q201505,Q201505,Cuban peso,Q201505_Cuban_peso,Q201505_Cuban_peso : Currency ;,Q201505_Cuban_peso = mkNP Cuban_peso_N ;,"Cuban_peso_N : N = mkN ""Cuban peso"" ;"
http://www.wikidata.org/entity/Q131016,Q131016,Czech koruna,Q131016_Czech_koruna,Q131016_Czech_koruna : Currency ;,Q131016_Czech_koruna = mkNP Czech_koruna_N ;,"Czech_koruna_N : N = mkN ""Czech koruna"" ;"
http://www.wikidata.org/entity/Q25417,Q25417,Danish krone,Q25417_Danish_krone,Q25417_Danish_krone : Currency ;,Q25417_Danish_krone = mkNP Danish_krone_N ;,"Danish_krone_N : N = mkN ""Danish krone"" ;"
http://www.wikidata.org/entity/Q572664,Q572664,Dirham,Q572664_Dirham,Q572664_Dirham : Currency ;,Q572664_Dirham = mkNP Dirham_N ;,"Dirham_N : N = mkN ""Dirham"" ;"
http://www.wikidata.org/entity/Q4594,Q4594,Djiboutian franc,Q4594_Djiboutian_franc,Q4594_Djiboutian_franc : Currency ;,Q4594_Djiboutian_franc = mkNP Djiboutian_franc_N ;,"Djiboutian_franc_N : N = mkN ""Djiboutian franc"" ;"
http://www.wikidata.org/entity/Q242922,Q242922,Dominican peso,Q242922_Dominican_peso,Q242922_Dominican_peso : Currency ;,Q242922_Dominican_peso = mkNP Dominican_peso_N ;,"Dominican_peso_N : N = mkN ""Dominican peso"" ;"
http://www.wikidata.org/entity/Q572213,Q572213,East Timor centavo coins,Q572213_East_Timor_centavo_coins,Q572213_East_Timor_centavo_coins : Currency ;,Q572213_East_Timor_centavo_coins = mkNP East_Timor_centavo_coins_N ;,"East_Timor_centavo_coins_N : N = mkN ""East Timor centavo coins"" ;"
http://www.wikidata.org/entity/Q26365,Q26365,Eastern Caribbean dollar,Q26365_Eastern_Caribbean_dollar,Q26365_Eastern_Caribbean_dollar : Currency ;,Q26365_Eastern_Caribbean_dollar = mkNP Eastern_Caribbean_dollar_N ;,"Eastern_Caribbean_dollar_N : N = mkN ""Eastern Caribbean dollar"" ;"
