item,entity id,itemLabel_en,function name,abstract line,eng concrete line,eng lexicon line
http://www.wikidata.org/entity/Q15,Q15,Africa,Q15_Africa,Q15_Africa : CountryRegion ;,Q15_Africa = mkNP Africa_N ;,"Africa_N : N = mkN ""Africa"" ;"
http://www.wikidata.org/entity/Q828,Q828,Americas,Q828_Americas,Q828_Americas : CountryRegion ;,Q828_Americas = mkNP Americas_N ;,"Americas_N : N = mkN ""Americas"" ;"
http://www.wikidata.org/entity/Q51,Q51,Antarctica,Q51_Antarctica,Q51_Antarctica : CountryRegion ;,Q51_Antarctica = mkNP Antarctica_N ;,"Antarctica_N : N = mkN ""Antarctica"" ;"
http://www.wikidata.org/entity/Q2218629,Q2218629,Arab states of the Arab Gulf,Q2218629_Arab_states_of_the_Arab_Gulf,Q2218629_Arab_states_of_the_Arab_Gulf : CountryRegion ;,Q2218629_Arab_states_of_the_Arab_Gulf = mkNP Arab_states_of_the_Arab_Gulf_N ;,"Arab_states_of_the_Arab_Gulf_N : N = mkN ""Arab states of the Arab Gulf"" ;"
http://www.wikidata.org/entity/Q143487,Q143487,Arab world,Q143487_Arab_world,Q143487_Arab_world : CountryRegion ;,Q143487_Arab_world = mkNP Arab_world_N ;,"Arab_world_N : N = mkN ""Arab world"" ;"
http://www.wikidata.org/entity/Q48,Q48,Asia,Q48_Asia,Q48_Asia : CountryRegion ;,Q48_Asia = mkNP Asia_N ;,"Asia_N : N = mkN ""Asia"" ;"
http://www.wikidata.org/entity/Q45256,Q45256,Australasia,Q45256_Australasia,Q45256_Australasia : CountryRegion ;,Q45256_Australasia = mkNP Australasia_N ;,"Australasia_N : N = mkN ""Australasia"" ;"
http://www.wikidata.org/entity/Q107323313,Q107323313,Australia and New Zealand,Q107323313_Australia_and_New_Zealand,Q107323313_Australia_and_New_Zealand : CountryRegion ;,Q107323313_Australia_and_New_Zealand = mkNP Australia_and_New_Zealand_N ;,"Australia_and_New_Zealand_N : N = mkN ""Australia and New Zealand"" ;"
http://www.wikidata.org/entity/Q3960,Q3960,Australian continent,Q3960_Australian_continent,Q3960_Australian_continent : CountryRegion ;,Q3960_Australian_continent = mkNP Australian_continent_N ;,"Australian_continent_N : N = mkN ""Australian continent"" ;"
http://www.wikidata.org/entity/Q23522,Q23522,Balkans,Q23522_Balkans,Q23522_Balkans : CountryRegion ;,Q23522_Balkans = mkNP Balkans_N ;,"Balkans_N : N = mkN ""Balkans"" ;"
http://www.wikidata.org/entity/Q39731,Q39731,Baltic states,Q39731_Baltic_states,Q39731_Baltic_states : CountryRegion ;,Q39731_Baltic_states = mkNP Baltic_states_N ;,"Baltic_states_N : N = mkN ""Baltic states"" ;"
http://www.wikidata.org/entity/Q664609,Q664609,Caribbean,Q664609_Caribbean,Q664609_Caribbean : CountryRegion ;,Q664609_Caribbean = mkNP Caribbean_N ;,"Caribbean_N : N = mkN ""Caribbean"" ;"
http://www.wikidata.org/entity/Q18869,Q18869,Caucasus,Q18869_Caucasus,Q18869_Caucasus : CountryRegion ;,Q18869_Caucasus = mkNP Caucasus_N ;,"Caucasus_N : N = mkN ""Caucasus"" ;"
http://www.wikidata.org/entity/Q27433,Q27433,Central Africa,Q27433_Central_Africa,Q27433_Central_Africa : CountryRegion ;,Q27433_Central_Africa = mkNP Central_Africa_N ;,"Central_Africa_N : N = mkN ""Central Africa"" ;"
http://www.wikidata.org/entity/Q27275,Q27275,Central Asia,Q27275_Central_Asia,Q27275_Central_Asia : CountryRegion ;,Q27275_Central_Asia = mkNP Central_Asia_N ;,"Central_Asia_N : N = mkN ""Central Asia"" ;"
http://www.wikidata.org/entity/Q27509,Q27509,Central Europe,Q27509_Central_Europe,Q27509_Central_Europe : CountryRegion ;,Q27509_Central_Europe = mkNP Central_Europe_N ;,"Central_Europe_N : N = mkN ""Central Europe"" ;"
http://www.wikidata.org/entity/Q18479603,Q18479603,Continental Central America,Q18479603_Continental_Central_America,Q18479603_Continental_Central_America : CountryRegion ;,Q18479603_Continental_Central_America = mkNP Continental_Central_America_N ;,"Continental_Central_America_N : N = mkN ""Continental Central America"" ;"
http://www.wikidata.org/entity/Q5317255,Q5317255,Dutch Caribbean,Q5317255_Dutch_Caribbean,Q5317255_Dutch_Caribbean : CountryRegion ;,Q5317255_Dutch_Caribbean = mkNP Dutch_Caribbean_N ;,"Dutch_Caribbean_N : N = mkN ""Dutch Caribbean"" ;"
http://www.wikidata.org/entity/Q27407,Q27407,East Africa,Q27407_East_Africa,Q27407_East_Africa : CountryRegion ;,Q27407_East_Africa = mkNP East_Africa_N ;,"East_Africa_N : N = mkN ""East Africa"" ;"
