language,entity id,languageLabel,function name,abstract line,eng concrete line,eng lexicon line
http://www.wikidata.org/entity/Q3513637,Q3513637,Iranian Persian,Q3513637_Iranian_Persian,Q3513637_Iranian_Persian : Language ;,Q3513637_Iranian_Persian = mkNP Iranian_Persian_N ;,"Iranian_Persian_N : N = mkN ""Iranian Persian"" ;"
http://www.wikidata.org/entity/Q9142,Q9142,Irish,Q9142_Irish,Q9142_Irish : Language ;,Q9142_Irish = mkNP Irish_N ;,"Irish_N : N = mkN ""Irish"" ;"
http://www.wikidata.org/entity/Q33417,Q33417,Isan,Q33417_Isan,Q33417_Isan : Language ;,Q33417_Isan = mkNP Isan_N ;,"Isan_N : N = mkN ""Isan"" ;"
http://www.wikidata.org/entity/Q652,Q652,Italian,Q652_Italian,Q652_Italian : Language ;,Q652_Italian = mkNP Italian_N ;,"Italian_N : N = mkN ""Italian"" ;"
http://www.wikidata.org/entity/Q35939,Q35939,Jamaican Patois,Q35939_Jamaican_Patois,Q35939_Jamaican_Patois : Language ;,Q35939_Jamaican_Patois = mkNP Jamaican_Patois_N ;,"Jamaican_Patois_N : N = mkN ""Jamaican Patois"" ;"
http://www.wikidata.org/entity/Q5287,Q5287,Japanese,Q5287_Japanese,Q5287_Japanese : Language ;,Q5287_Japanese = mkNP Japanese_N ;,"Japanese_N : N = mkN ""Japanese"" ;"
http://www.wikidata.org/entity/Q33549,Q33549,Javanese,Q33549_Javanese,Q33549_Javanese : Language ;,Q33549_Javanese = mkNP Javanese_N ;,"Javanese_N : N = mkN ""Javanese"" ;"
http://www.wikidata.org/entity/Q56479,Q56479,Jin,Q56479_Jin,Q56479_Jin : Language ;,Q56479_Jin = mkNP Jin_N ;,"Jin_N : N = mkN ""Jin"" ;"
http://www.wikidata.org/entity/Q33522,Q33522,Kabardian,Q33522_Kabardian,Q33522_Kabardian : Language ;,Q33522_Kabardian = mkNP Kabardian_N ;,"Kabardian_N : N = mkN ""Kabardian"" ;"
http://www.wikidata.org/entity/Q35853,Q35853,Kabyle,Q35853_Kabyle,Q35853_Kabyle : Language ;,Q35853_Kabyle = mkNP Kabyle_N ;,"Kabyle_N : N = mkN ""Kabyle"" ;"
http://www.wikidata.org/entity/Q35379,Q35379,Kam,Q35379_Kam,Q35379_Kam : Language ;,Q35379_Kam = mkNP Kam_N ;,"Kam_N : N = mkN ""Kam"" ;"
http://www.wikidata.org/entity/Q2574767,Q2574767,Kamba,Q2574767_Kamba,Q2574767_Kamba : Language ;,Q2574767_Kamba = mkNP Kamba_N ;,"Kamba_N : N = mkN ""Kamba"" ;"
http://www.wikidata.org/entity/Q33673,Q33673,Kannada,Q33673_Kannada,Q33673_Kannada : Language ;,Q33673_Kannada = mkNP Kannada_N ;,"Kannada_N : N = mkN ""Kannada"" ;"
http://www.wikidata.org/entity/Q36094,Q36094,Kanuri,Q36094_Kanuri,Q36094_Kanuri : Language ;,Q36094_Kanuri = mkNP Kanuri_N ;,"Kanuri_N : N = mkN ""Kanuri"" ;"
http://www.wikidata.org/entity/Q36121,Q36121,Kapampangan,Q36121_Kapampangan,Q36121_Kapampangan : Language ;,Q36121_Kapampangan = mkNP Kapampangan_N ;,"Kapampangan_N : N = mkN ""Kapampangan"" ;"
http://www.wikidata.org/entity/Q3438770,Q3438770,Karai-karai,Q3438770_Karai_karai,Q3438770_Karai_karai : Language ;,Q3438770_Karai_karai = mkNP Karai_karai_N ;,"Karai_karai_N : N = mkN ""Karai-karai"" ;"
http://www.wikidata.org/entity/Q33720,Q33720,Karay-a,Q33720_Karay_a,Q33720_Karay_a : Language ;,Q33720_Karay_a = mkNP Karay_a_N ;,"Karay_a_N : N = mkN ""Karay-a"" ;"
http://www.wikidata.org/entity/Q1364815,Q1364815,Karenic,Q1364815_Karenic,Q1364815_Karenic : Language ;,Q1364815_Karenic = mkNP Karenic_N ;,"Karenic_N : N = mkN ""Karenic"" ;"
http://www.wikidata.org/entity/Q33552,Q33552,Kashmiri,Q33552_Kashmiri,Q33552_Kashmiri : Language ;,Q33552_Kashmiri = mkNP Kashmiri_N ;,"Kashmiri_N : N = mkN ""Kashmiri"" ;"
http://www.wikidata.org/entity/Q9252,Q9252,Kazakh,Q9252_Kazakh,Q9252_Kazakh : Language ;,Q9252_Kazakh = mkNP Kazakh_N ;,"Kazakh_N : N = mkN ""Kazakh"" ;"
http://www.wikidata.org/entity/Q1199751,Q1199751,Kelantan-Pattani Malay,Q1199751_Kelantan_Pattani_Malay,Q1199751_Kelantan_Pattani_Malay : Language ;,Q1199751_Kelantan_Pattani_Malay = mkNP Kelantan_Pattani_Malay_N ;,"Kelantan_Pattani_Malay_N : N = mkN ""Kelantan-Pattani Malay"" ;"
http://www.wikidata.org/entity/Q6399808,Q6399808,Khalkha Mongolian,Q6399808_Khalkha_Mongolian,Q6399808_Khalkha_Mongolian : Language ;,Q6399808_Khalkha_Mongolian = mkNP Khalkha_Mongolian_N ;,"Khalkha_Mongolian_N : N = mkN ""Khalkha Mongolian"" ;"
http://www.wikidata.org/entity/Q56601,Q56601,Khams Tibetan,Q56601_Khams_Tibetan,Q56601_Khams_Tibetan : Language ;,Q56601_Khams_Tibetan = mkNP Khams_Tibetan_N ;,"Khams_Tibetan_N : N = mkN ""Khams Tibetan"" ;"
http://www.wikidata.org/entity/Q33726,Q33726,Khandeshi,Q33726_Khandeshi,Q33726_Khandeshi : Language ;,Q33726_Khandeshi = mkNP Khandeshi_N ;,"Khandeshi_N : N = mkN ""Khandeshi"" ;"
http://www.wikidata.org/entity/Q9205,Q9205,Khmer,Q9205_Khmer,Q9205_Khmer : Language ;,Q9205_Khmer = mkNP Khmer_N ;,"Khmer_N : N = mkN ""Khmer"" ;"
http://www.wikidata.org/entity/Q3270727,Q3270727,Kiga,Q3270727_Kiga,Q3270727_Kiga : Language ;,Q3270727_Kiga = mkNP Kiga_N ;,"Kiga_N : N = mkN ""Kiga"" ;"
http://www.wikidata.org/entity/Q33573,Q33573,Kinyarwanda,Q33573_Kinyarwanda,Q33573_Kinyarwanda : Language ;,Q33573_Kinyarwanda = mkNP Kinyarwanda_N ;,"Kinyarwanda_N : N = mkN ""Kinyarwanda"" ;"
http://www.wikidata.org/entity/Q33583,Q33583,Kirundi,Q33583_Kirundi,Q33583_Kirundi : Language ;,Q33583_Kirundi = mkNP Kirundi_N ;,"Kirundi_N : N = mkN ""Kirundi"" ;"
http://www.wikidata.org/entity/Q33702,Q33702,Kongo,Q33702_Kongo,Q33702_Kongo : Language ;,Q33702_Kongo = mkNP Kongo_N ;,"Kongo_N : N = mkN ""Kongo"" ;"
http://www.wikidata.org/entity/Q6429269,Q6429269,Kongu Tamil,Q6429269_Kongu_Tamil,Q6429269_Kongu_Tamil : Language ;,Q6429269_Kongu_Tamil = mkNP Kongu_Tamil_N ;,"Kongu_Tamil_N : N = mkN ""Kongu Tamil"" ;"
http://www.wikidata.org/entity/Q34239,Q34239,Konkani,Q34239_Konkani,Q34239_Konkani : Language ;,Q34239_Konkani = mkNP Konkani_N ;,"Konkani_N : N = mkN ""Konkani"" ;"
http://www.wikidata.org/entity/Q9176,Q9176,Korean,Q9176_Korean,Q9176_Korean : Language ;,Q9176_Korean = mkNP Korean_N ;,"Korean_N : N = mkN ""Korean"" ;"
http://www.wikidata.org/entity/Q33529,Q33529,Kumaoni,Q33529_Kumaoni,Q33529_Kumaoni : Language ;,Q33529_Kumaoni = mkNP Kumaoni_N ;,"Kumaoni_N : N = mkN ""Kumaoni"" ;"
http://www.wikidata.org/entity/Q36368,Q36368,Kurdish,Q36368_Kurdish,Q36368_Kurdish : Language ;,Q36368_Kurdish = mkNP Kurdish_N ;,"Kurdish_N : N = mkN ""Kurdish"" ;"
http://www.wikidata.org/entity/Q36163,Q36163,Kurmanji,Q36163_Kurmanji,Q36163_Kurmanji : Language ;,Q36163_Kurmanji = mkNP Kurmanji_N ;,"Kurmanji_N : N = mkN ""Kurmanji"" ;"
http://www.wikidata.org/entity/Q33492,Q33492,Kurukh,Q33492_Kurukh,Q33492_Kurukh : Language ;,Q33492_Kurukh = mkNP Kurukh_N ;,"Kurukh_N : N = mkN ""Kurukh"" ;"
http://www.wikidata.org/entity/Q9255,Q9255,Kyrgyz,Q9255_Kyrgyz,Q9255_Kyrgyz : Language ;,Q9255_Kyrgyz = mkNP Kyrgyz_N ;,"Kyrgyz_N : N = mkN ""Kyrgyz"" ;"
http://www.wikidata.org/entity/Q36494,Q36494,K’iche’,Q36494_Kiche,Q36494_Kiche : Language ;,Q36494_Kiche = mkNP Kiche_N ;,"Kiche_N : N = mkN ""K’iche’"" ;"
http://www.wikidata.org/entity/Q56483,Q56483,Laki,Q56483_Laki,Q56483_Laki : Language ;,Q56483_Laki = mkNP Laki_N ;,"Laki_N : N = mkN ""Laki"" ;"
http://www.wikidata.org/entity/Q33474,Q33474,Lambadi,Q33474_Lambadi,Q33474_Lambadi : Language ;,Q33474_Lambadi = mkNP Lambadi_N ;,"Lambadi_N : N = mkN ""Lambadi"" ;"
http://www.wikidata.org/entity/Q35670,Q35670,Lango,Q35670_Lango,Q35670_Lango : Language ;,Q35670_Lango = mkNP Lango_N ;,"Lango_N : N = mkN ""Lango"" ;"
http://www.wikidata.org/entity/Q9211,Q9211,Lao,Q9211_Lao,Q9211_Lao : Language ;,Q9211_Lao = mkNP Lao_N ;,"Lao_N : N = mkN ""Lao"" ;"
http://www.wikidata.org/entity/Q9078,Q9078,Latvian,Q9078_Latvian,Q9078_Latvian : Language ;,Q9078_Latvian = mkNP Latvian_N ;,"Latvian_N : N = mkN ""Latvian"" ;"
http://www.wikidata.org/entity/Q56593,Q56593,Levantine Arabic,Q56593_Levantine_Arabic,Q56593_Levantine_Arabic : Language ;,Q56593_Levantine_Arabic = mkNP Levantine_Arabic_N ;,"Levantine_Arabic_N : N = mkN ""Levantine Arabic"" ;"
http://www.wikidata.org/entity/Q56503,Q56503,Libyan Arabic,Q56503_Libyan_Arabic,Q56503_Libyan_Arabic : Language ;,Q56503_Libyan_Arabic = mkNP Libyan_Arabic_N ;,"Libyan_Arabic_N : N = mkN ""Libyan Arabic"" ;"
http://www.wikidata.org/entity/Q102172,Q102172,Limburgish,Q102172_Limburgish,Q102172_Limburgish : Language ;,Q102172_Limburgish = mkNP Limburgish_N ;,"Limburgish_N : N = mkN ""Limburgish"" ;"
http://www.wikidata.org/entity/Q36217,Q36217,Lingala,Q36217_Lingala,Q36217_Lingala : Language ;,Q36217_Lingala = mkNP Lingala_N ;,"Lingala_N : N = mkN ""Lingala"" ;"
http://www.wikidata.org/entity/Q9083,Q9083,Lithuanian,Q9083_Lithuanian,Q9083_Lithuanian : Language ;,Q9083_Lithuanian = mkNP Lithuanian_N ;,"Lithuanian_N : N = mkN ""Lithuanian"" ;"
http://www.wikidata.org/entity/Q33754,Q33754,Lombard,Q33754_Lombard,Q33754_Lombard : Language ;,Q33754_Lombard = mkNP Lombard_N ;,"Lombard_N : N = mkN ""Lombard"" ;"
http://www.wikidata.org/entity/Q25433,Q25433,Low German,Q25433_Low_German,Q25433_Low_German : Language ;,Q25433_Low_German = mkNP Low_German_N ;,"Low_German_N : N = mkN ""Low German"" ;"
http://www.wikidata.org/entity/Q34173,Q34173,Luba-Kasai,Q34173_Luba_Kasai,Q34173_Luba_Kasai : Language ;,Q34173_Luba_Kasai = mkNP Luba_Kasai_N ;,"Luba_Kasai_N : N = mkN ""Luba-Kasai"" ;"
http://www.wikidata.org/entity/Q33368,Q33368,Luganda,Q33368_Luganda,Q33368_Luganda : Language ;,Q33368_Luganda = mkNP Luganda_N ;,"Luganda_N : N = mkN ""Luganda"" ;"
http://www.wikidata.org/entity/Q9296,Q9296,Macedonian,Q9296_Macedonian,Q9296_Macedonian : Language ;,Q9296_Macedonian = mkNP Macedonian_N ;,"Macedonian_N : N = mkN ""Macedonian"" ;"
http://www.wikidata.org/entity/Q36213,Q36213,Madurese,Q36213_Madurese,Q36213_Madurese : Language ;,Q36213_Madurese = mkNP Madurese_N ;,"Madurese_N : N = mkN ""Madurese"" ;"
http://www.wikidata.org/entity/Q33728,Q33728,Magahi,Q33728_Magahi,Q33728_Magahi : Language ;,Q33728_Magahi = mkNP Magahi_N ;,"Magahi_N : N = mkN ""Magahi"" ;"
http://www.wikidata.org/entity/Q33717,Q33717,Maguindanao,Q33717_Maguindanao,Q33717_Maguindanao : Language ;,Q33717_Maguindanao = mkNP Maguindanao_N ;,"Maguindanao_N : N = mkN ""Maguindanao"" ;"
http://www.wikidata.org/entity/Q36109,Q36109,Maithili,Q36109_Maithili,Q36109_Maithili : Language ;,Q36109_Maithili = mkNP Maithili_N ;,"Maithili_N : N = mkN ""Maithili"" ;"
http://www.wikidata.org/entity/Q33643,Q33643,Makassar,Q33643_Makassar,Q33643_Makassar : Language ;,Q33643_Makassar = mkNP Makassar_N ;,"Makassar_N : N = mkN ""Makassar"" ;"
http://www.wikidata.org/entity/Q33882,Q33882,Makhuwa,Q33882_Makhuwa,Q33882_Makhuwa : Language ;,Q33882_Makhuwa = mkNP Makhuwa_N ;,"Makhuwa_N : N = mkN ""Makhuwa"" ;"
http://www.wikidata.org/entity/Q35172,Q35172,Makonde,Q35172_Makonde,Q35172_Makonde : Language ;,Q35172_Makonde = mkNP Makonde_N ;,"Makonde_N : N = mkN ""Makonde"" ;"
http://www.wikidata.org/entity/Q7930,Q7930,Malagasy,Q7930_Malagasy,Q7930_Malagasy : Language ;,Q7930_Malagasy = mkNP Malagasy_N ;,"Malagasy_N : N = mkN ""Malagasy"" ;"
http://www.wikidata.org/entity/Q9237,Q9237,Malay,Q9237_Malay,Q9237_Malay : Language ;,Q9237_Malay = mkNP Malay_N ;,"Malay_N : N = mkN ""Malay"" ;"
http://www.wikidata.org/entity/Q36236,Q36236,Malayalam,Q36236_Malayalam,Q36236_Malayalam : Language ;,Q36236_Malayalam = mkNP Malayalam_N ;,"Malayalam_N : N = mkN ""Malayalam"" ;"
http://www.wikidata.org/entity/Q15065,Q15065,Malaysian Malay / Malaysian,Q15065_Malaysian_Malay__Malaysian,Q15065_Malaysian_Malay__Malaysian : Language ;,Q15065_Malaysian_Malay__Malaysian = mkNP Malaysian_Malay__Malaysian_N ;,"Malaysian_Malay__Malaysian_N : N = mkN ""Malaysian Malay / Malaysian"" ;"
http://www.wikidata.org/entity/Q33413,Q33413,Malvi,Q33413_Malvi,Q33413_Malvi : Language ;,Q33413_Malvi = mkNP Malvi_N ;,"Malvi_N : N = mkN ""Malvi"" ;"
http://www.wikidata.org/entity/Q2891049,Q2891049,Mandailing Batak,Q2891049_Mandailing_Batak,Q2891049_Mandailing_Batak : Language ;,Q2891049_Mandailing_Batak = mkNP Mandailing_Batak_N ;,"Mandailing_Batak_N : N = mkN ""Mandailing Batak"" ;"
http://www.wikidata.org/entity/Q9192,Q9192,Mandarin,Q9192_Mandarin,Q9192_Mandarin : Language ;,Q9192_Mandarin = mkNP Mandarin_N ;,"Mandarin_N : N = mkN ""Mandarin"" ;"
http://www.wikidata.org/entity/Q33678,Q33678,Mandinka,Q33678_Mandinka,Q33678_Mandinka : Language ;,Q33678_Mandinka = mkNP Mandinka_N ;,"Mandinka_N : N = mkN ""Mandinka"" ;"
http://www.wikidata.org/entity/Q36186,Q36186,Maninka,Q36186_Maninka,Q36186_Maninka : Language ;,Q36186_Maninka = mkNP Maninka_N ;,"Maninka_N : N = mkN ""Maninka"" ;"
http://www.wikidata.org/entity/Q33730,Q33730,Mapudungun,Q33730_Mapudungun,Q33730_Mapudungun : Language ;,Q33730_Mapudungun = mkNP Mapudungun_N ;,"Mapudungun_N : N = mkN ""Mapudungun"" ;"
http://www.wikidata.org/entity/Q1571,Q1571,Marathi,Q1571_Marathi,Q1571_Marathi : Language ;,Q1571_Marathi = mkNP Marathi_N ;,"Marathi_N : N = mkN ""Marathi"" ;"
http://www.wikidata.org/entity/Q65455884,Q65455884,Marwari,Q65455884_Marwari,Q65455884_Marwari : Language ;,Q65455884_Marwari = mkNP Marwari_N ;,"Marwari_N : N = mkN ""Marwari"" ;"
http://www.wikidata.org/entity/Q56312,Q56312,Marwari,Q56312_Marwari,Q56312_Marwari : Language ;,Q56312_Marwari = mkNP Marwari_N ;,"Marwari_N : N = mkN ""Marwari"" ;"
http://www.wikidata.org/entity/Q13356,Q13356,Mazanderani,Q13356_Mazanderani,Q13356_Mazanderani : Language ;,Q13356_Mazanderani = mkNP Mazanderani_N ;,"Mazanderani_N : N = mkN ""Mazanderani"" ;"
http://www.wikidata.org/entity/Q33868,Q33868,Meitei,Q33868_Meitei,Q33868_Meitei : Language ;,Q33868_Meitei = mkNP Meitei_N ;,"Meitei_N : N = mkN ""Meitei"" ;"
http://www.wikidata.org/entity/Q11732445,Q11732445,Merwari,Q11732445_Merwari,Q11732445_Merwari : Language ;,Q11732445_Merwari = mkNP Merwari_N ;,"Merwari_N : N = mkN ""Merwari"" ;"
http://www.wikidata.org/entity/Q56232,Q56232,Mesopotamian Arabic,Q56232_Mesopotamian_Arabic,Q56232_Mesopotamian_Arabic : Language ;,Q56232_Mesopotamian_Arabic = mkNP Mesopotamian_Arabic_N ;,"Mesopotamian_Arabic_N : N = mkN ""Mesopotamian Arabic"" ;"
http://www.wikidata.org/entity/Q2992857,Q2992857,Mewari,Q2992857_Mewari,Q2992857_Mewari : Language ;,Q2992857_Mewari = mkNP Mewari_N ;,"Mewari_N : N = mkN ""Mewari"" ;"
http://www.wikidata.org/entity/Q2605943,Q2605943,Mewati,Q2605943_Mewati,Q2605943_Mewati : Language ;,Q2605943_Mewati = mkNP Mewati_N ;,"Mewati_N : N = mkN ""Mewati"" ;"
http://www.wikidata.org/entity/Q33813,Q33813,Miao,Q33813_Miao,Q33813_Miao : Language ;,Q33813_Miao = mkNP Miao_N ;,"Miao_N : N = mkN ""Miao"" ;"
http://www.wikidata.org/entity/Q13324,Q13324,Minangkabau,Q13324_Minangkabau,Q13324_Minangkabau : Language ;,Q13324_Minangkabau = mkNP Minangkabau_N ;,"Minangkabau_N : N = mkN ""Minangkabau"" ;"
http://www.wikidata.org/entity/Q36510,Q36510,Modern Greek,Q36510_Modern_Greek,Q36510_Modern_Greek : Language ;,Q36510_Modern_Greek = mkNP Modern_Greek_N ;,"Modern_Greek_N : N = mkN ""Modern Greek"" ;"
http://www.wikidata.org/entity/Q9246,Q9246,Mongolian,Q9246_Mongolian,Q9246_Mongolian : Language ;,Q9246_Mongolian = mkNP Mongolian_N ;,"Mongolian_N : N = mkN ""Mongolian"" ;"
http://www.wikidata.org/entity/Q36096,Q36096,Mooré,Q36096_Moore,Q36096_Moore : Language ;,Q36096_Moore = mkNP Moore_N ;,"Moore_N : N = mkN ""Mooré"" ;"
http://www.wikidata.org/entity/Q56426,Q56426,Moroccan Arabic,Q56426_Moroccan_Arabic,Q56426_Moroccan_Arabic : Language ;,Q56426_Moroccan_Arabic = mkNP Moroccan_Arabic_N ;,"Moroccan_Arabic_N : N = mkN ""Moroccan Arabic"" ;"
http://www.wikidata.org/entity/Q3327828,Q3327828,Mundari,Q3327828_Mundari,Q3327828_Mundari : Language ;,Q3327828_Mundari = mkNP Mundari_N ;,"Mundari_N : N = mkN ""Mundari"" ;"
http://www.wikidata.org/entity/Q3236789,Q3236789,Muong,Q3236789_Muong,Q3236789_Muong : Language ;,Q3236789_Muong = mkNP Muong_N ;,"Muong_N : N = mkN ""Muong"" ;"
http://www.wikidata.org/entity/Q765922,Q765922,Nagpuri,Q765922_Nagpuri,Q765922_Nagpuri : Language ;,Q765922_Nagpuri = mkNP Nagpuri_N ;,"Nagpuri_N : N = mkN ""Nagpuri"" ;"
http://www.wikidata.org/entity/Q13300,Q13300,Nahuatl,Q13300_Nahuatl,Q13300_Nahuatl : Language ;,Q13300_Nahuatl = mkNP Nahuatl_N ;,"Nahuatl_N : N = mkN ""Nahuatl"" ;"
http://www.wikidata.org/entity/Q33845,Q33845,Neapolitan,Q33845_Neapolitan,Q33845_Neapolitan : Language ;,Q33845_Neapolitan = mkNP Neapolitan_N ;,"Neapolitan_N : N = mkN ""Neapolitan"" ;"
http://www.wikidata.org/entity/Q3915909,Q3915909,Negeri Sembilan Malay,Q3915909_Negeri_Sembilan_Malay,Q3915909_Negeri_Sembilan_Malay : Language ;,Q3915909_Negeri_Sembilan_Malay = mkNP Negeri_Sembilan_Malay_N ;,"Negeri_Sembilan_Malay_N : N = mkN ""Negeri Sembilan Malay"" ;"
http://www.wikidata.org/entity/Q33823,Q33823,Nepali,Q33823_Nepali,Q33823_Nepali : Language ;,Q33823_Nepali = mkNP Nepali_N ;,"Nepali_N : N = mkN ""Nepali"" ;"
http://www.wikidata.org/entity/Q56356571,Q56356571,New Persian,Q56356571_New_Persian,Q56356571_New_Persian : Language ;,Q56356571_New_Persian = mkNP New_Persian_N ;,"New_Persian_N : N = mkN ""New Persian"" ;"
http://www.wikidata.org/entity/Q36129,Q36129,Nigerian Fulfulde,Q36129_Nigerian_Fulfulde,Q36129_Nigerian_Fulfulde : Language ;,Q36129_Nigerian_Fulfulde = mkNP Nigerian_Fulfulde_N ;,"Nigerian_Fulfulde_N : N = mkN ""Nigerian Fulfulde"" ;"
http://www.wikidata.org/entity/Q33655,Q33655,Nigerian Pidgin,Q33655_Nigerian_Pidgin,Q33655_Nigerian_Pidgin : Language ;,Q33655_Nigerian_Pidgin = mkNP Nigerian_Pidgin_N ;,"Nigerian_Pidgin_N : N = mkN ""Nigerian Pidgin"" ;"
http://www.wikidata.org/entity/Q3502294,Q3502294,Nimadi,Q3502294_Nimadi,Q3502294_Nimadi : Language ;,Q3502294_Nimadi = mkNP Nimadi_N ;,"Nimadi_N : N = mkN ""Nimadi"" ;"
http://www.wikidata.org/entity/Q3515311,Q3515311,North Azerbaijani,Q3515311_North_Azerbaijani,Q3515311_North_Azerbaijani : Language ;,Q3515311_North_Azerbaijani = mkNP North_Azerbaijani_N ;,"North_Azerbaijani_N : N = mkN ""North Azerbaijani"" ;"
http://www.wikidata.org/entity/Q22809485,Q22809485,North Levantine Arabic,Q22809485_North_Levantine_Arabic,Q22809485_North_Levantine_Arabic : Language ;,Q22809485_North_Levantine_Arabic = mkNP North_Levantine_Arabic_N ;,"North_Levantine_Arabic_N : N = mkN ""North Levantine Arabic"" ;"
http://www.wikidata.org/entity/Q3502234,Q3502234,Northern Khmer,Q3502234_Northern_Khmer,Q3502234_Northern_Khmer : Language ;,Q3502234_Northern_Khmer = mkNP Northern_Khmer_N ;,"Northern_Khmer_N : N = mkN ""Northern Khmer"" ;"
http://www.wikidata.org/entity/Q19933293,Q19933293,Northern Luri,Q19933293_Northern_Luri,Q19933293_Northern_Luri : Language ;,Q19933293_Northern_Luri = mkNP Northern_Luri_N ;,"Northern_Luri_N : N = mkN ""Northern Luri"" ;"
http://www.wikidata.org/entity/Q36457,Q36457,Northern Min,Q36457_Northern_Min,Q36457_Northern_Min : Language ;,Q36457_Northern_Min = mkNP Northern_Min_N ;,"Northern_Min_N : N = mkN ""Northern Min"" ;"
http://www.wikidata.org/entity/Q35613,Q35613,Northern Ndebele,Q35613_Northern_Ndebele,Q35613_Northern_Ndebele : Language ;,Q35613_Northern_Ndebele = mkNP Northern_Ndebele_N ;,"Northern_Ndebele_N : N = mkN ""Northern Ndebele"" ;"
http://www.wikidata.org/entity/Q12642194,Q12642194,Northern Pashto,Q12642194_Northern_Pashto,Q12642194_Northern_Pashto : Language ;,Q12642194_Northern_Pashto = mkNP Northern_Pashto_N ;,"Northern_Pashto_N : N = mkN ""Northern Pashto"" ;"
http://www.wikidata.org/entity/Q33890,Q33890,Northern Sotho,Q33890_Northern_Sotho,Q33890_Northern_Sotho : Language ;,Q33890_Northern_Sotho = mkNP Northern_Sotho_N ;,"Northern_Sotho_N : N = mkN ""Northern Sotho"" ;"
http://www.wikidata.org/entity/Q565110,Q565110,Northern Thai,Q565110_Northern_Thai,Q565110_Northern_Thai : Language ;,Q565110_Northern_Thai = mkNP Northern_Thai_N ;,"Northern_Thai_N : N = mkN ""Northern Thai"" ;"
http://www.wikidata.org/entity/Q9043,Q9043,Norwegian,Q9043_Norwegian,Q9043_Norwegian : Language ;,Q9043_Norwegian = mkNP Norwegian_N ;,"Norwegian_N : N = mkN ""Norwegian"" ;"
http://www.wikidata.org/entity/Q34235,Q34235,Nuosu,Q34235_Nuosu,Q34235_Nuosu : Language ;,Q34235_Nuosu = mkNP Nuosu_N ;,"Nuosu_N : N = mkN ""Nuosu"" ;"
http://www.wikidata.org/entity/Q33810,Q33810,Odia,Q33810_Odia,Q33810_Odia : Language ;,Q33810_Odia = mkNP Odia_N ;,"Odia_N : N = mkN ""Odia"" ;"
http://www.wikidata.org/entity/Q33864,Q33864,Oromo,Q33864_Oromo,Q33864_Oromo : Language ;,Q33864_Oromo = mkNP Oromo_N ;,"Oromo_N : N = mkN ""Oromo"" ;"
http://www.wikidata.org/entity/Q33879,Q33879,Pangasinan,Q33879_Pangasinan,Q33879_Pangasinan : Language ;,Q33879_Pangasinan = mkNP Pangasinan_N ;,"Pangasinan_N : N = mkN ""Pangasinan"" ;"
http://www.wikidata.org/entity/Q58680,Q58680,Pashto,Q58680_Pashto,Q58680_Pashto : Language ;,Q58680_Pashto = mkNP Pashto_N ;,"Pashto_N : N = mkN ""Pashto"" ;"
http://www.wikidata.org/entity/Q9168,Q9168,Persian,Q9168_Persian,Q9168_Persian : Language ;,Q9168_Persian = mkNP Persian_N ;,"Persian_N : N = mkN ""Persian"" ;"
http://www.wikidata.org/entity/Q15085,Q15085,Piedmontese,Q15085_Piedmontese,Q15085_Piedmontese : Language ;,Q15085_Piedmontese = mkNP Piedmontese_N ;,"Piedmontese_N : N = mkN ""Piedmontese"" ;"
http://www.wikidata.org/entity/Q809,Q809,Polish,Q809_Polish,Q809_Polish : Language ;,Q809_Polish = mkNP Polish_N ;,"Polish_N : N = mkN ""Polish"" ;"
http://www.wikidata.org/entity/Q5146,Q5146,Portuguese,Q5146_Portuguese,Q5146_Portuguese : Language ;,Q5146_Portuguese = mkNP Portuguese_N ;,"Portuguese_N : N = mkN ""Portuguese"" ;"
http://www.wikidata.org/entity/Q56583,Q56583,Pu-Xian Min,Q56583_Pu_Xian_Min,Q56583_Pu_Xian_Min : Language ;,Q56583_Pu_Xian_Min = mkNP Pu_Xian_Min_N ;,"Pu_Xian_Min_N : N = mkN ""Pu-Xian Min"" ;"
http://www.wikidata.org/entity/Q1420205,Q1420205,Pulaar,Q1420205_Pulaar,Q1420205_Pulaar : Language ;,Q1420205_Pulaar = mkNP Pulaar_N ;,"Pulaar_N : N = mkN ""Pulaar"" ;"
http://www.wikidata.org/entity/Q58635,Q58635,Punjabi,Q58635_Punjabi,Q58635_Punjabi : Language ;,Q58635_Punjabi = mkNP Punjabi_N ;,"Punjabi_N : N = mkN ""Punjabi"" ;"
http://www.wikidata.org/entity/Q5218,Q5218,Quechua,Q5218_Quechua,Q5218_Quechua : Language ;,Q5218_Quechua = mkNP Quechua_N ;,"Quechua_N : N = mkN ""Quechua"" ;"
http://www.wikidata.org/entity/Q13196,Q13196,Rajasthani,Q13196_Rajasthani,Q13196_Rajasthani : Language ;,Q13196_Rajasthani = mkNP Rajasthani_N ;,"Rajasthani_N : N = mkN ""Rajasthani"" ;"
http://www.wikidata.org/entity/Q3241177,Q3241177,Rohingya,Q3241177_Rohingya,Q3241177_Rohingya : Language ;,Q3241177_Rohingya = mkNP Rohingya_N ;,"Rohingya_N : N = mkN ""Rohingya"" ;"
http://www.wikidata.org/entity/Q1641543,Q1641543,Romagnol,Q1641543_Romagnol,Q1641543_Romagnol : Language ;,Q1641543_Romagnol = mkNP Romagnol_N ;,"Romagnol_N : N = mkN ""Romagnol"" ;"
