city,entity id,cityLabel_en,function name,abstract line,eng concrete line,eng lexicon line
http://www.wikidata.org/entity/Q1519,Q1519,Abu Dhabi,Q1519_Abu_Dhabi,Q1519_Abu_Dhabi : CapitalCity ;,Q1519_Abu_Dhabi = mkNP Abu_Dhabi_N ;,"Abu_Dhabi_N : N = mkN ""Abu Dhabi"" ;"
http://www.wikidata.org/entity/Q3787,Q3787,Abuja,Q3787_Abuja,Q3787_Abuja : CapitalCity ;,Q3787_Abuja = mkNP Abuja_N ;,"Abuja_N : N = mkN ""Abuja"" ;"
http://www.wikidata.org/entity/Q3761,Q3761,Accra,Q3761_Accra,Q3761_Accra : CapitalCity ;,Q3761_Accra = mkNP Accra_N ;,"Accra_N : N = mkN ""Accra"" ;"
http://www.wikidata.org/entity/Q3624,Q3624,Addis Ababa,Q3624_Addis_Ababa,Q3624_Addis_Ababa : CapitalCity ;,Q3624_Addis_Ababa = mkNP Addis_Ababa_N ;,"Addis_Ababa_N : N = mkN ""Addis Ababa"" ;"
http://www.wikidata.org/entity/Q131694,Q131694,Aden,Q131694_Aden,Q131694_Aden : CapitalCity ;,Q131694_Aden = mkNP Aden_N ;,"Aden_N : N = mkN ""Aden"" ;"
http://www.wikidata.org/entity/Q289618,Q289618,Al-Mansuriya,Q289618_Al_Mansuriya,Q289618_Al_Mansuriya : CapitalCity ;,Q289618_Al_Mansuriya = mkNP Al_Mansuriya_N ;,"Al_Mansuriya_N : N = mkN ""Al-Mansuriya"" ;"
http://www.wikidata.org/entity/Q3561,Q3561,Algiers,Q3561_Algiers,Q3561_Algiers : CapitalCity ;,Q3561_Algiers = mkNP Algiers_N ;,"Algiers_N : N = mkN ""Algiers"" ;"
http://www.wikidata.org/entity/Q30966,Q30966,Alofi,Q30966_Alofi,Q30966_Alofi : CapitalCity ;,Q30966_Alofi = mkNP Alofi_N ;,"Alofi_N : N = mkN ""Alofi"" ;"
http://www.wikidata.org/entity/Q3805,Q3805,Amman,Q3805_Amman,Q3805_Amman : CapitalCity ;,Q3805_Amman = mkNP Amman_N ;,"Amman_N : N = mkN ""Amman"" ;"
http://www.wikidata.org/entity/Q727,Q727,Amsterdam,Q727_Amsterdam,Q727_Amsterdam : CapitalCity ;,Q727_Amsterdam = mkNP Amsterdam_N ;,"Amsterdam_N : N = mkN ""Amsterdam"" ;"
http://www.wikidata.org/entity/Q1863,Q1863,Andorra la Vella,Q1863_Andorra_la_Vella,Q1863_Andorra_la_Vella : CapitalCity ;,Q1863_Andorra_la_Vella = mkNP Andorra_la_Vella_N ;,"Andorra_la_Vella_N : N = mkN ""Andorra la Vella"" ;"
http://www.wikidata.org/entity/Q3640,Q3640,Ankara,Q3640_Ankara,Q3640_Ankara : CapitalCity ;,Q3640_Ankara = mkNP Ankara_N ;,"Ankara_N : N = mkN ""Ankara"" ;"
http://www.wikidata.org/entity/Q3915,Q3915,Antananarivo,Q3915_Antananarivo,Q3915_Antananarivo : CapitalCity ;,Q3915_Antananarivo = mkNP Antananarivo_N ;,"Antananarivo_N : N = mkN ""Antananarivo"" ;"
http://www.wikidata.org/entity/Q36260,Q36260,Apia,Q36260_Apia,Q36260_Apia : CapitalCity ;,Q36260_Apia = mkNP Apia_N ;,"Apia_N : N = mkN ""Apia"" ;"
http://www.wikidata.org/entity/Q23438,Q23438,Ashgabat,Q23438_Ashgabat,Q23438_Ashgabat : CapitalCity ;,Q23438_Ashgabat = mkNP Ashgabat_N ;,"Ashgabat_N : N = mkN ""Ashgabat"" ;"
http://www.wikidata.org/entity/Q3642,Q3642,Asmara,Q3642_Asmara,Q3642_Asmara : CapitalCity ;,Q3642_Asmara = mkNP Asmara_N ;,"Asmara_N : N = mkN ""Asmara"" ;"
http://www.wikidata.org/entity/Q1520,Q1520,Astana,Q1520_Astana,Q1520_Astana : CapitalCity ;,Q1520_Astana = mkNP Astana_N ;,"Astana_N : N = mkN ""Astana"" ;"
http://www.wikidata.org/entity/Q2933,Q2933,Asunción,Q2933_Asuncion,Q2933_Asuncion : CapitalCity ;,Q2933_Asuncion = mkNP Asuncion_N ;,"Asuncion_N : N = mkN ""Asunción"" ;"
http://www.wikidata.org/entity/Q1524,Q1524,Athens,Q1524_Athens,Q1524_Athens : CapitalCity ;,Q1524_Athens = mkNP Athens_N ;,"Athens_N : N = mkN ""Athens"" ;"
http://www.wikidata.org/entity/Q170482,Q170482,Avarua,Q170482_Avarua,Q170482_Avarua : CapitalCity ;,Q170482_Avarua = mkNP Avarua_N ;,"Avarua_N : N = mkN ""Avarua"" ;"
http://www.wikidata.org/entity/Q1530,Q1530,Baghdad,Q1530_Baghdad,Q1530_Baghdad : CapitalCity ;,Q1530_Baghdad = mkNP Baghdad_N ;,"Baghdad_N : N = mkN ""Baghdad"" ;"
http://www.wikidata.org/entity/Q9248,Q9248,Baku,Q9248_Baku,Q9248_Baku : CapitalCity ;,Q9248_Baku = mkNP Baku_N ;,"Baku_N : N = mkN ""Baku"" ;"
http://www.wikidata.org/entity/Q3703,Q3703,Bamako,Q3703_Bamako,Q3703_Bamako : CapitalCity ;,Q3703_Bamako = mkNP Bamako_N ;,"Bamako_N : N = mkN ""Bamako"" ;"
http://www.wikidata.org/entity/Q9279,Q9279,Bandar Seri Begawan,Q9279_Bandar_Seri_Begawan,Q9279_Bandar_Seri_Begawan : CapitalCity ;,Q9279_Bandar_Seri_Begawan = mkNP Bandar_Seri_Begawan_N ;,"Bandar_Seri_Begawan_N : N = mkN ""Bandar Seri Begawan"" ;"
http://www.wikidata.org/entity/Q1861,Q1861,Bangkok,Q1861_Bangkok,Q1861_Bangkok : CapitalCity ;,Q1861_Bangkok = mkNP Bangkok_N ;,"Bangkok_N : N = mkN ""Bangkok"" ;"
http://www.wikidata.org/entity/Q3832,Q3832,Bangui,Q3832_Bangui,Q3832_Bangui : CapitalCity ;,Q3832_Bangui = mkNP Bangui_N ;,"Bangui_N : N = mkN ""Bangui"" ;"
http://www.wikidata.org/entity/Q3726,Q3726,Banjul,Q3726_Banjul,Q3726_Banjul : CapitalCity ;,Q3726_Banjul = mkNP Banjul_N ;,"Banjul_N : N = mkN ""Banjul"" ;"
http://www.wikidata.org/entity/Q41295,Q41295,Basseterre,Q41295_Basseterre,Q41295_Basseterre : CapitalCity ;,Q41295_Basseterre = mkNP Basseterre_N ;,"Basseterre_N : N = mkN ""Basseterre"" ;"
http://www.wikidata.org/entity/Q956,Q956,Beijing,Q956_Beijing,Q956_Beijing : CapitalCity ;,Q956_Beijing = mkNP Beijing_N ;,"Beijing_N : N = mkN ""Beijing"" ;"
http://www.wikidata.org/entity/Q3820,Q3820,Beirut,Q3820_Beirut,Q3820_Beirut : CapitalCity ;,Q3820_Beirut = mkNP Beirut_N ;,"Beirut_N : N = mkN ""Beirut"" ;"
http://www.wikidata.org/entity/Q3711,Q3711,Belgrade,Q3711_Belgrade,Q3711_Belgrade : CapitalCity ;,Q3711_Belgrade = mkNP Belgrade_N ;,"Belgrade_N : N = mkN ""Belgrade"" ;"
http://www.wikidata.org/entity/Q3043,Q3043,Belmopan,Q3043_Belmopan,Q3043_Belmopan : CapitalCity ;,Q3043_Belmopan = mkNP Belmopan_N ;,"Belmopan_N : N = mkN ""Belmopan"" ;"
http://www.wikidata.org/entity/Q64,Q64,Berlin,Q64_Berlin,Q64_Berlin : CapitalCity ;,Q64_Berlin = mkNP Berlin_N ;,"Berlin_N : N = mkN ""Berlin"" ;"
http://www.wikidata.org/entity/Q70,Q70,Bern,Q70_Bern,Q70_Bern : CapitalCity ;,Q70_Bern = mkNP Bern_N ;,"Bern_N : N = mkN ""Bern"" ;"
http://www.wikidata.org/entity/Q559834,Q559834,Bharatpur,Q559834_Bharatpur,Q559834_Bharatpur : CapitalCity ;,Q559834_Bharatpur = mkNP Bharatpur_N ;,"Bharatpur_N : N = mkN ""Bharatpur"" ;"
http://www.wikidata.org/entity/Q9361,Q9361,Bishkek,Q9361_Bishkek,Q9361_Bishkek : CapitalCity ;,Q9361_Bishkek = mkNP Bishkek_N ;,"Bishkek_N : N = mkN ""Bishkek"" ;"
http://www.wikidata.org/entity/Q533087,Q533087,Bishnupur,Q533087_Bishnupur,Q533087_Bishnupur : CapitalCity ;,Q533087_Bishnupur = mkNP Bishnupur_N ;,"Bishnupur_N : N = mkN ""Bishnupur"" ;"
http://www.wikidata.org/entity/Q3739,Q3739,Bissau,Q3739_Bissau,Q3739_Bissau : CapitalCity ;,Q3739_Bissau = mkNP Bissau_N ;,"Bissau_N : N = mkN ""Bissau"" ;"
http://www.wikidata.org/entity/Q37701,Q37701,Bloemfontein,Q37701_Bloemfontein,Q37701_Bloemfontein : CapitalCity ;,Q37701_Bloemfontein = mkNP Bloemfontein_N ;,"Bloemfontein_N : N = mkN ""Bloemfontein"" ;"
http://www.wikidata.org/entity/Q2841,Q2841,Bogotá,Q2841_Bogota,Q2841_Bogota : CapitalCity ;,Q2841_Bogota = mkNP Bogota_N ;,"Bogota_N : N = mkN ""Bogotá"" ;"
http://www.wikidata.org/entity/Q2844,Q2844,Brasília,Q2844_Brasilia,Q2844_Brasilia : CapitalCity ;,Q2844_Brasilia = mkNP Brasilia_N ;,"Brasilia_N : N = mkN ""Brasília"" ;"
http://www.wikidata.org/entity/Q1780,Q1780,Bratislava,Q1780_Bratislava,Q1780_Bratislava : CapitalCity ;,Q1780_Bratislava = mkNP Bratislava_N ;,"Bratislava_N : N = mkN ""Bratislava"" ;"
http://www.wikidata.org/entity/Q3844,Q3844,Brazzaville,Q3844_Brazzaville,Q3844_Brazzaville : CapitalCity ;,Q3844_Brazzaville = mkNP Brazzaville_N ;,"Brazzaville_N : N = mkN ""Brazzaville"" ;"
http://www.wikidata.org/entity/Q36168,Q36168,Bridgetown,Q36168_Bridgetown,Q36168_Bridgetown : CapitalCity ;,Q36168_Bridgetown = mkNP Bridgetown_N ;,"Bridgetown_N : N = mkN ""Bridgetown"" ;"
